mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.13196492195129395,0.0035818745596293204,0.03319462140401205,0.013506630139806079,0.05,3,150,"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 150}",0.6938939930194518,0.5765588664976107,0.6086763551026391,0.6263764048732339,0.04950994378496278,8,0.8077887417175031,0.8262455174777134,0.8187169811525731,0.8175837467825966,0.007577436152536155
0.24612061182657877,0.05450002006822407,0.056543191274007164,0.009428254124872549,0.05,3,300,"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 300}",0.704763877425965,0.5941391917999388,0.6276053605994701,0.642169476608458,0.04632163190711028,6,0.8797075945679327,0.8871500150318542,0.8859682039637934,0.8842752711878602,0.0032656721236034867
0.18389002482096353,0.013854916190020553,0.035574754079182945,0.003845715982544687,0.05,5,150,"{'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 150}",0.7185597147377013,0.6386057858142515,0.6748255388630405,0.6773303464716646,0.032689072929050565,4,0.9651045554808433,0.9784174824011036,0.9738639528539114,0.9724619969119527,0.005524648775771045
0.267827828725179,0.015029686546981533,0.04558698336283366,0.012998549149751076,0.05,5,300,"{'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 300}",0.7264685297042284,0.6609910268331441,0.6888917469731353,0.6921171011701692,0.0268281944706243,1,0.9949364079218194,0.9970410707981403,0.9970659338731745,0.9963478041977113,0.0009980594934927412
0.16113781929016113,0.020700350265764614,0.03651928901672363,0.004501975864102434,0.1,3,150,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 150}",0.7031456099380473,0.5892620077384425,0.6252109216683147,0.6392061797816014,0.047534332502817356,7,0.8803399599099654,0.8879082730700516,0.890140105555001,0.8861294461783392,0.004193954577642022
0.26040156682332355,0.050055808274359626,0.043250083923339844,0.0075216736369406,0.1,3,300,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 300}",0.6964341654493751,0.5991949644515484,0.638040974568791,0.6445567014899048,0.03996420544818267,5,0.9485164176785622,0.954154613687811,0.9488421947694595,0.9505044087119443,0.0025845089736892066
0.1894699732462565,0.025458546351651387,0.03230126698811849,0.002755348971804005,0.1,5,150,"{'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 150}",0.7302409089935383,0.6368683756854685,0.6893772972136288,0.6854955272975451,0.03821787188696506,3,0.9956215856047833,0.9966684697993824,0.9959796346790295,0.9960898966943984,0.0004344421045051168
0.2899974187215169,0.030363367427308784,0.03910557428995768,0.010862893224703817,0.1,5,300,"{'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 300}",0.7224635221358091,0.6392678191228297,0.7023719235851927,0.6880344216146105,0.03544530266973142,2,1.0,1.0,1.0,1.0,0.0
