mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__class_weight,param_model__max_depth,param_model__min_samples_leaf,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.4456610679626465,0.006322127403266285,0.04580338795979818,0.006106227233711071,,8,1,150,"{'model__class_weight': None, 'model__max_depth': 8, 'model__min_samples_leaf': 1, 'model__n_estimators': 150}",0.6667971793754032,0.5750783494115361,0.5820762460712299,0.6079839249527231,0.041685263673190434,3,0.931497862879436,0.9292286976490352,0.9283987117474257,0.9297084240919657,0.00130990776514869
0.4141371250152588,0.04960912827821024,0.05402477582295736,0.00640534522593084,,8,3,150,"{'model__class_weight': None, 'model__max_depth': 8, 'model__min_samples_leaf': 3, 'model__n_estimators': 150}",0.6445689052726898,0.5485897359887653,0.5628884468331976,0.5853490293648842,0.04227969220839632,6,0.8568153450000605,0.8668263638174183,0.8641138367347639,0.8625851818507475,0.004227506259107779
0.5383419990539551,0.06741116218936183,0.054395834604899086,0.005440877525945409,,,1,150,"{'model__class_weight': None, 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 150}",0.6745507451364142,0.632305723031401,0.6024255427391623,0.6364273369689925,0.02958887157135321,1,1.0,1.0,1.0,1.0,0.0
0.4873136679331462,0.011527239481570375,0.04481259981791178,0.008254825636178692,,,3,150,"{'model__class_weight': None, 'model__max_depth': None, 'model__min_samples_leaf': 3, 'model__n_estimators': 150}",0.6483518610048866,0.5696113303186043,0.5767578614723775,0.5982403509319562,0.03555409782500485,4,0.9483159988358086,0.948363278765201,0.9457041701150668,0.9474611492386922,0.0012425217848049436
0.4102984269460042,0.022505956155923063,0.04920585950215658,0.00043174931361334573,balanced,8,1,150,"{'model__class_weight': 'balanced', 'model__max_depth': 8, 'model__min_samples_leaf': 1, 'model__n_estimators': 150}",0.6494167960334108,0.5350490487452227,0.5553494371737193,0.5799384273174509,0.04982274736276,7,0.9404086729910477,0.9274010006001765,0.9333942728805753,0.9337346488239332,0.005315811452272722
0.40313998858133954,0.009146508220474468,0.03528308868408203,0.005865926125060669,balanced,8,3,150,"{'model__class_weight': 'balanced', 'model__max_depth': 8, 'model__min_samples_leaf': 3, 'model__n_estimators': 150}",0.631227996218599,0.5432706741041694,0.5502650847757296,0.5749212516994994,0.03991714380158799,8,0.8707037640094998,0.8696268137781865,0.8727025125052111,0.8710110300976325,0.0012743076555637308
0.48746124903361004,0.020018504454095466,0.05234789848327637,0.002527232260069925,balanced,,1,150,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 150}",0.6693080545252977,0.5993710296742465,0.6226445793448079,0.6304412211814507,0.029079059810578546,2,1.0,1.0,1.0,1.0,0.0
0.4307738145192464,0.012093089537786643,0.050792853037516274,0.007304406300754071,balanced,,3,150,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 3, 'model__n_estimators': 150}",0.6315491441367923,0.5640353872594182,0.5631950800302546,0.5862598704754883,0.03202618991425825,5,0.9546025523778924,0.9556531778873077,0.9512938469561814,0.9538498590737938,0.0018575704471692626
