mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.09229477246602376,0.014078942250362159,0.03047919273376465,0.0019904206926967113,3,10,"{'model__max_depth': 3, 'model__n_estimators': 10}",0.6140884999130976,0.49787611765199696,0.5225553391938896,0.5448399855863281,0.04999188965106944,1,0.6616916084680395,0.6773247374180901,0.6880792005360437,0.6756985154740578,0.010833888256924431
