mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.1109155813852946,0.02373218528898595,0.039381980895996094,0.014981743362530645,3,10,"{'model__max_depth': 3, 'model__n_estimators': 10}",0.627323431272635,0.5255562961207899,0.5526142086893774,0.5684979786942675,0.04303764291431134,1,0.6976519418830369,0.7369952774400876,0.7381503530739715,0.7242658574656987,0.018824787327896213
