feature,importance
Passport,0.1809071737383394
Designation,0.14882857234649946
CityTier,0.05087486202449726
MaritalStatus,0.047708377163830584
Age,0.03873600093109264
PreferredPropertyStar,0.018110014940189267
MonthlyIncome,0.016333044374065797
NumberOfTrips,0.01579890854942756
Occupation,0.012999481629619725
Gender,0.009815130182704135
NumberOfPersonVisiting,0.0
NumberOfChildrenVisiting,0.0
OwnCar,0.0
