mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.07299574216206868,0.012353389009717827,0.028381745020548504,0.010825425389815492,3,10,"{'model__max_depth': 3, 'model__n_estimators': 10}",0.5921101092612013,0.46525394854013435,0.48112351980359164,0.5128291925349758,0.05643319732648223,1,0.543628227533286,0.5577668972290172,0.5849048800233364,0.5621000015952132,0.017127411855119977
