mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.14536015192667642,0.006531257921719802,0.04280749956766764,0.0064052532542331585,3,10,"{'model__max_depth': 3, 'model__n_estimators': 10}",0.5554300323581829,0.5389198866188117,0.4908914221459606,0.5284137803743184,0.027375070816915734,1,0.5566303902993684,0.5887024439700085,0.6064658110577822,0.5839328817757198,0.020622864870266776
